text,expected,predicted,latency_sec
i need to report fraudulent activity on my usaa card,report_fraud,report_fraud,0.45
help! i'm a victim of credit card fraud!,report_fraud,report_fraud,0.341
how do i let visa know about a charge i didn't make,report_fraud,report_fraud,0.7
i have a bs transaction from ebay on my account,report_fraud,transactions,1.624
how do i report a fraudulent charge on my visa,report_fraud,report_fraud,0.68
"""i need to report fraudulent activity to my card company",report_fraud,report_fraud,0.526
i have a fraudulent transaction from red robin on my account,report_fraud,report_fraud,0.718
it seems someone conducted a fraudulent transaction on my account,report_fraud,report_fraud,0.458
i have detected fraudulent activity on my account,report_fraud,report_fraud,0.455
i believe there are fraudulent charges on my card how can i report them,report_fraud,report_fraud,0.424
"i think there has been a fraud on my black visa card, can i report it",report_fraud,report_fraud,0.39
there has been unauthorized use of my visa,report_fraud,report_fraud,3.876
i saw a fraudulent transaction,report_fraud,report_fraud,0.793
my online bill has some items that i didn't purchase from penneys,report_fraud,report_fraud,1.294
there's a false charge on my account from mcdonald's,report_fraud,report_fraud,0.399
"i need to report fraudulent activity on my visa card, please",report_fraud,report_fraud,0.41
report fraudulent activity on my debit card,report_fraud,report_fraud,0.442
i need to talk to someone about a transaction that was not made by me on my chase account,report_fraud,report_fraud,0.403
i think someone jacked my bank account,report_fraud,report_fraud,0.561
i spotted a fraudulent transaction from microsoft on my account,report_fraud,report_fraud,1.045
i think this transaction is bogus,report_fraud,report_fraud,0.37
i'm afraid there is a false transaction on my account,report_fraud,report_fraud,0.511
i don't remember buying this,report_fraud,report_fraud,0.84
i think i've been the victim of fraud,report_fraud,report_fraud,1.251
i think my chase account has been compromised and fraud committed,report_fraud,report_fraud,0.42
i have a fraudulent buy from dave's video on my account,report_fraud,report_fraud,1.348
i seem to have a purchase that i didn't make from olive garden on my account,report_fraud,report_fraud,0.576
there's a messed up transaction on my account from mcdonald's,report_fraud,transactions,0.688
i am obliged to report my stolen card,report_lost_card,report_lost_card,1.876
"lost report card, need new one",report_lost_card,report_lost_card,1.312
what is the process of reporting a lost card,report_lost_card,report_lost_card,0.366
who do i speak with about my card that was lost,report_lost_card,report_lost_card,1.219
i want to report a stolen card,report_lost_card,report_lost_card,1.695
who do i report card theft to,report_lost_card,report_lost_card,0.343
"is there anyway, i can report my card being stolen",report_lost_card,report_lost_card,1.182
"i have lost my card, what am i supposed to do",report_lost_card,report_lost_card,1.214
i have to report my card as stolen,report_lost_card,report_lost_card,0.347
i need to report that my card has been lost,report_lost_card,report_lost_card,0.344
i lost my amex and need to report it,report_lost_card,report_lost_card,0.749
my card is lost please report it,report_lost_card,report_lost_card,0.866
my card is to be reported stolen,report_lost_card,report_lost_card,0.466
"my card is lost, i would like to report it",report_lost_card,report_lost_card,0.35
i need to tell you about my lost card,report_lost_card,report_lost_card,0.495
what should i do if my card is lost,report_lost_card,report_lost_card,0.566
"i need to report my card as stolen, please",report_lost_card,report_lost_card,0.387
how do i report the card as lost,report_lost_card,report_lost_card,0.601
please tell me how to go about reporting a lost card,report_lost_card,report_lost_card,0.535
i can't find my insurance card and i want to report it as lost,report_lost_card,report_lost_card,0.52
spirit mastercard card was taken,report_lost_card,card_declined,0.784
my stolen card needs to be reported,report_lost_card,report_lost_card,0.916
my disney visa card is stolen,report_lost_card,report_lost_card,0.363
i have to report a lost visa card,report_lost_card,report_lost_card,0.438
what is the process for reporting my card as lost,report_lost_card,report_lost_card,0.379
i need to report a card that's been lost but i dont know how,report_lost_card,report_lost_card,0.449
my card is lost what do i do,report_lost_card,report_lost_card,0.38
"my card is stolen, i need to report it",report_lost_card,report_lost_card,0.373
please help me report my lost card,report_lost_card,report_lost_card,0.379
what steps do i need to take to report a card lost,report_lost_card,report_lost_card,1.356
go back to the default settings please,reset_settings,reset_settings,0.654
you need to go back to the original settings,reset_settings,reset_settings,0.446
i want a clean bootup to factory settings,reset_settings,reset_settings,1.115
prioritize to the settings you started with,reset_settings,reset_settings,0.83
please go back to the original settings,reset_settings,reset_settings,0.412
do a hard reset to factory settings,reset_settings,reset_settings,0.359
revert back to factory settings,reset_settings,reset_settings,0.347
reset to default settings,reset_settings,reset_settings,0.378
revert to the original configuration,reset_settings,reset_settings,0.458
go back to your manufacturers' settings,reset_settings,reset_settings,0.843
adjust settings back to original factory settings immediately,reset_settings,reset_settings,0.425
make the settings go back to the original,reset_settings,reset_settings,0.977
your factory settings need to be reset,reset_settings,reset_settings,0.726
go back to factory settings,reset_settings,reset_settings,1.474
can you please revert to factory settings at this time,reset_settings,reset_settings,0.405
change to factory settings now,reset_settings,reset_settings,1.332
go back to factory settings now,reset_settings,reset_settings,0.799
reset to original settings,reset_settings,reset_settings,1.092
reset to default settings please,reset_settings,reset_settings,1.065
make my settings go back to their factory settings,reset_settings,reset_settings,0.355
now i'd like for you to return to the original settings,reset_settings,reset_settings,0.366
please reset to factory settings at once,reset_settings,reset_settings,0.487
i need your to reset to factory settings,reset_settings,reset_settings,0.962
could you reset your factory settings please,reset_settings,reset_settings,0.399
please revert to the original settings,reset_settings,reset_settings,1.038
i want to restore your factory settings,reset_settings,reset_settings,0.759
i need you to reset your factory settings,reset_settings,reset_settings,0.331
can you now please go back to the original settings,reset_settings,reset_settings,0.379
now restore the original settings,reset_settings,reset_settings,0.324
i want you to reset your factory settings,reset_settings,reset_settings,0.449
"5 people are going to be at tropicana by 8pm, reserve the table under martins name please",restaurant_reservation,confirm_reservation,0.35
"hello, i'd like a reservation for two at the olive garden at six tonight",restaurant_reservation,restaurant_reservation,0.34
can you get me a table for 1 at the vega at 1pm,restaurant_reservation,restaurant_reservation,0.352
i want you to book a reservation for 8 pm at red robin under the name kevin,restaurant_reservation,restaurant_reservation,0.775
i need you to reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation,restaurant_reservation,0.409
make a reservation for three at prime rib at 6:30 pm,restaurant_reservation,restaurant_reservation,0.578
make a reservation for 2 tonight at 7:00 at outback steakhouse,restaurant_reservation,restaurant_reservation,0.358
i need a table at gemma for nine at two,restaurant_reservation,restaurant_reservation,1.438
i want to have a table for 2 at the broadmore around 6,restaurant_reservation,restaurant_reservation,0.337
please book a reservation for 8 pm at red robin under the name kevin,restaurant_reservation,confirm_reservation,0.36
is it possible to get a table for 4 at the village inn around 10am,restaurant_reservation,restaurant_reservation,0.418
i would like to reserve a table for 2 at sam's steakhouse under the name jessie at 6:30 pm,restaurant_reservation,restaurant_reservation,0.508
